Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CCC,Churchill Capital Corp,9.55,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ccc
CCC.U,Churchill Capital Corp,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/ccc.u
CCC.WS,Churchill Capital Corp,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ccc.ws
CIEN,Ciena Corporation,31.08,$4.43B,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cien
CI,Cigna Corporation,211.16,$51.42B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ci
XEC,Cimarex Energy Co,79.95,$7.64B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xec
CBB,Cincinnati Bell Inc,12.09,$606.51M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cbb
CBB^B,Cincinnati Bell Inc,41.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cbb^b
CNK,Cinemark Holdings Inc,37.09,$4.33B,2007,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/cnk
CINR,Ciner Resources LP,24,$474.22M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cinr
CIR,"CIRCOR International, Inc.",33.12,$657.22M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cir
CISN,Cision Ltd.,12.27,$1.63B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cisn
CIT,CIT Group Inc (DEL),44.21,$4.67B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cit
BLW,Citigroup Inc.,13.98,$516.46M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/blw
C,Citigroup Inc.,61.75,$150.8B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/c
C.WS.A,Citigroup Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/c.ws.a
C^J,Citigroup Inc.,27,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/c^j
C^K,Citigroup Inc.,26.3318,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/c^k
C^L,Citigroup Inc.,25.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/c^l
C^N,Citigroup Inc.,26.32,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/c^n
C^S,Citigroup Inc.,25.2761,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/c^s
CFG,"Citizens Financial Group, Inc.",35.19,$16.47B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/cfg
CIA,"Citizens, Inc.",7.85,$393.14M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/cia
CIO,"City Office REIT, Inc.",10.89,$393.49M,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cio
CIO^A,"City Office REIT, Inc.",23.662,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cio^a
CVEO,Civeo Corporation,2.05,$344.34M,2014,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cveo
CIVI,"Civitas Solutions, Inc.",13.91,$503.95M,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/civi
CLH,"Clean Harbors, Inc.",63.96,$3.58B,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/clh
CCO,"Clear Channel Outdoor Holdings, Inc.",5.23,$1.91B,2005,Consumer Services,Advertising,https://www.nasdaq.com/symbol/cco
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,9.24,$662.64M,2011,n/a,n/a,https://www.nasdaq.com/symbol/emo
CEM,ClearBridge MLP and Midstream Fund Inc.,11.66,$821.04M,2010,n/a,n/a,https://www.nasdaq.com/symbol/cem
CTR,ClearBridge MLP and Midstream Total Return Fund In,9.31,$357.51M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ctr
CLW,Clearwater Paper Corporation,27.96,$460.25M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/clw
CWEN,"Clearway Energy, Inc.",18.01,$3.48B,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cwen
CWEN.A,"Clearway Energy, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cwen.a
CLF,Cleveland-Cliffs Inc.,8.78,$2.62B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/clf
CLPR,Clipper Realty Inc.,13.4,$238.69M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clpr
CLX,Clorox Company (The),162.83,$20.79B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/clx
CLD,Cloud Peak Energy Inc,1.04,$78.81M,2009,Energy,Coal Mining,https://www.nasdaq.com/symbol/cld
CLDR,"Cloudera, Inc.",11.33,$1.74B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cldr
CMS,CMS Energy Corporation,50.68,$14.36B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cms
CMS^B,CMS Energy Corporation,102.2,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cms^b
CMSA,CMS Energy Corporation,23.75,n/a,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cmsa
CMSC,CMS Energy Corporation,24.85,n/a,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cmsc
CNA,CNA Financial Corporation,46.42,$12.6B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cna
CNF,CNFinance Holdings Limited,6.64,n/a,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cnf
CNHI,CNH Industrial N.V.,9.51,$12.87B,2013,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cnhi
CNO,"CNO Financial Group, Inc.",17.82,$2.93B,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/cno
CEO,CNOOC Limited,155.95,$1.65B,2001,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ceo
CNXM,CNX Midstream Partners LP,17.24,$1.1B,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/cnxm
CEIX,CNX Resources Corporation,35.05,$973.62M,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/ceix
CNX,CNX Resources Corporation,13.51,$2.75B,1999,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cnx
KOF,Coca Cola Femsa S.A.B. de C.V.,61.36,$12.89B,1993,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/kof
KO,Coca-Cola Company (The),49.02,$208.65B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ko
CCEP,Coca-Cola European Partners plc,48.88,$23.37B,2016,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ccep
CDE,"Coeur Mining, Inc.",4.15,$843.58M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/cde
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",11.38,$309.64M,2006,n/a,n/a,https://www.nasdaq.com/symbol/fof
INB,"Cohen & Steers Global Income Builder, Inc.",8.16,$188.84M,2007,n/a,n/a,https://www.nasdaq.com/symbol/inb
CNS,Cohen & Steers Inc,36.21,$1.69B,2004,Finance,Investment Managers,https://www.nasdaq.com/symbol/cns
UTF,"Cohen & Steers Infrastructure Fund, Inc",21.5866,$1.84B,2004,n/a,n/a,https://www.nasdaq.com/symbol/utf
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",22.04,$635.74M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ldp
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",8.65,$231.76M,2013,n/a,n/a,https://www.nasdaq.com/symbol/mie
RQI,Cohen & Steers Quality Income Realty Fund Inc,11.4,$1.24B,2002,n/a,n/a,https://www.nasdaq.com/symbol/rqi
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,18.25,$868.09M,2003,n/a,n/a,https://www.nasdaq.com/symbol/rnp
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",24.62,$295.41M,2010,n/a,n/a,https://www.nasdaq.com/symbol/psf
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",11.84,$309.52M,1993,n/a,n/a,https://www.nasdaq.com/symbol/rfi
CFX,Colfax Corporation,24.43,$2.86B,2008,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/cfx
CL,Colgate-Palmolive Company,61.78,$53.58B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/cl
CCH.U,Collier Creek Holdings,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/cch.u
CXE,Colonial High Income Municipal Trust,4.64,$146.22M,1989,n/a,n/a,https://www.nasdaq.com/symbol/cxe
CIF,Colonial Intermediate High Income Fund,2.26,$44.53M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cif
CXH,Colonial Investment Grade Municipal Trust,8.67,$78.99M,1989,n/a,n/a,https://www.nasdaq.com/symbol/cxh
CMU,Colonial Municipal Income Trust,4.19,$118.66M,1987,n/a,n/a,https://www.nasdaq.com/symbol/cmu
CLNY,"Colony Capital, Inc.",5.93,$2.91B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clny
CLNY^B,"Colony Capital, Inc.",24.73,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^b
CLNY^E,"Colony Capital, Inc.",24.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^e
CLNY^G,"Colony Capital, Inc.",22.27,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^g
CLNY^H,"Colony Capital, Inc.",21.22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^h
CLNY^I,"Colony Capital, Inc.",21.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^i
CLNY^J,"Colony Capital, Inc.",21.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^j
CLNC,"Colony Credit Real Estate, Inc.",17.75,$2.27B,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clnc
CXP,"Columbia Property Trust, Inc.",21.61,$2.55B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxp
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",18.86,$294.75M,2009,n/a,n/a,https://www.nasdaq.com/symbol/stk
CCZ,Comcast Corporation,50.05,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/ccz
CMA,Comerica Incorporated,78.37,$12.67B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cma
FIX,"Comfort Systems USA, Inc.",51.65,$1.92B,1997,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/fix
CMC,Commercial Metals Company,19.07,$2.23B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/cmc
CBU,"Community Bank System, Inc.",63.61,$3.26B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbu
CYH,"Community Health Systems, Inc.",3.59,$417.46M,2000,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyh
CHCT,Community Healthcare Trust Incorporated,29.56,$537.99M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chct
CIG,Comp En De Mn Cemig ADS,3.16,$4.61B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cig
CIG.C,Comp En De Mn Cemig ADS,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cig.c
CBD,Companhia Brasileira de Distribuicao,21.27,$5.67B,1997,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/cbd
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,7.22,$4.93B,2002,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),7.49,$2.05B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elp
CCU,"Compania Cervecerias Unidas, S.A.",25.97,$4.8B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ccu
CODI,Compass Diversified Holdings,15.12,$905.69M,2006,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/codi
CODI^A,Compass Diversified Holdings,19.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/codi^a
CODI^B,Compass Diversified Holdings,20.16,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/codi^b
CMP,"Compass Minerals International, Inc.",48.35,$1.64B,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cmp
CRK,"Comstock Resources, Inc.",7.23,$765.45M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crk
CAG,"ConAgra Brands, Inc.",33.19,$16.12B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/cag
CXO,Concho Resources Inc.,126.96,$25.42B,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cxo
CCM,Concord Medical Services Holdings Limited,3.8,$164.78M,2009,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/ccm
CNDT,Conduent Incorporated,13.31,$2.81B,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cndt
COP,ConocoPhillips,63.8,$73.45B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cop
CCR,CONSOL Coal Resources LP,17.79,$489.62M,2015,Energy,Coal Mining,https://www.nasdaq.com/symbol/ccr
ED,Consolidated Edison Inc,77.34,$24.09B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ed
STZ,Constellation Brands Inc,192.84,$36.54B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stz.b
CSTM,Constellium N.V.,7.57,$1.02B,2013,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/cstm
TCS,Container Store (The),5.65,$276.36M,2013,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tcs
CBPX,"Continental Building Products, Inc.",28.62,$1.05B,2014,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cbpx
CLR,"Continental Resources, Inc.",44.68,$16.8B,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/clr
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",6.2,$618.46M,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/vlrs
CTRA,"Contura Energy, Inc.",64,$1.94B,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/ctra
CTB,Cooper Tire & Rubber Company,33.8,$1.69B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ctb
CPS,Cooper-Standard Holdings Inc.,73.82,$1.31B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cps
CTK,CooTek (Cayman) Inc.,5.61,$358.57M,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/ctk
CPA,"Copa Holdings, S.A.",81.96,$3.46B,2005,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cpa
CLB,Core Laboratories N.V.,79.18,$3.5B,1995,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/clb
CXW,"CoreCivic, Inc.",21.56,$2.56B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxw
CLGX,"CoreLogic, Inc.",39.8,$3.21B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/clgx
CORR,"CorEnergy Infrastructure Trust, Inc.",35.16,$420.14M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/corr
CORR^A,"CorEnergy Infrastructure Trust, Inc.",23.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/corr^a
CPLG,CorePoint Lodging Inc.,13.99,$833.99M,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cplg
COR,CoreSite Realty Corporation,92.62,$3.4B,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cor
GLW,Corning Incorporated,31.17,$24.95B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/glw
CAAP,Corporacion America Airports SA,7.99,$1.28B,2018,Transportation,Aerospace,https://www.nasdaq.com/symbol/caap
GYC,Corporate Asset Backed Corp CABCO,21.5972,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gyc
CCT,"Corporate Capital Trust, Inc.",13.85,$1.72B,2017,n/a,n/a,https://www.nasdaq.com/symbol/cct
OFC,Corporate Office Properties Trust,24.4,$2.66B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ofc
CZZ,Cosan Limited,7.69,$1.88B,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,5.13,$571.64M,2010,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cmre
CMRE^B,Costamare Inc.,20.71,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^b
CMRE^C,Costamare Inc.,22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^c
CMRE^D,Costamare Inc.,22.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^d
CMRE^E,Costamare Inc.,22.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^e
COT,Cott Corporation,14.75,$2.04B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/cot
COTY,Coty Inc.,8.58,$6.44B,2013,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/coty
CUZ,Cousins Properties Incorporated,8.27,$3.48B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,15.78,$2.07B,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/cva
CVIA,Covia Holdings Corporation,6.04,$792.37M,2018,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cvia
CPF,CPB Inc.,27.58,$804.58M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cpf
CPL,CPFL Energia S.A.,13.68,$6.96B,2004,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cpl
CR,Crane Co.,85.97,$5.11B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,218.04,$17.39B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bap
CS,Credit Suisse Group,11.79,$30.09B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,3.26,$1.79B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,28.9,$2.06B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp
CRH,CRH PLC,27.74,$22.74B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,14.2,$85.2M,1992,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,15.37,$529.41M,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,107.96,$44.79B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,1039.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cci^a
CCK,"Crown Holdings, Inc.",47.67,$6.44B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",29.6,$1.09B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cry
CSS,"CSS Industries, Inc.",11.94,$108.89M,n/a,Consumer Services,Consumer: Greeting Cards,https://www.nasdaq.com/symbol/css
CTS,CTS Corporation,28.81,$953.24M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,30.28,$5.64B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cube
CUB,Cubic Corporation,64.13,$1.75B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",98.17,$6.28B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",24.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfr^a
CULP,"Culp, Inc.",21.89,$274.18M,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/culp
CMI,Cummins Inc.,144.81,$23.25B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cmi
CURO,CURO Group Holdings Corp.,13.76,$632.86M,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,107.59,$4.71B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),7.59,$18.79M,2012,n/a,n/a,https://www.nasdaq.com/symbol/srf
SRV,Cushing MLP & Infrastructure Total Return Fund,9.52,$64.11M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srv
SZC,Cushing Renaissance Fund (The),15.44,$120.51M,2012,n/a,n/a,https://www.nasdaq.com/symbol/szc
CWK,Cushman & Wakefield plc,18.12,$3.91B,2018,Finance,Real Estate,https://www.nasdaq.com/symbol/cwk
CUBI,"Customers Bancorp, Inc",19.45,$616.32M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",25.8792,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",25.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",25.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",24.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^f
CVI,CVR Energy Inc.,36.3,$3.65B,2007,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",3.64,$412.35M,2011,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/uan
CVRR,"CVR Refining, LP",14.4,$2.13B,2013,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvrr
CVS,CVS Health Corporation,75.18,$76.59B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvs
CELP,"Cypress Energy Partners, L.P.",6.37,$76.1M,2014,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/celp
DHI,"D.R. Horton, Inc.",35.81,$13.47B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/dhi
DAN,Dana Incorporated,14.55,$2.1B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,102.41,$71.78B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,1.09,$232.52M,2006,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,23.79,$306.03M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",111.57,$13.85B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,21.1,$3.47B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/dar
DVA,DaVita Inc.,59.66,$9.9B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dva
DCP,DCP Midstream LP,34.4,$4.93B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dcp
DCP^B,DCP Midstream LP,23.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dcp^b
DCP^C,DCP Midstream LP,23.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dcp^c
DF,Dean Foods Company,5.55,$507.27M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/df
DECK,Deckers Outdoor Corporation,122.77,$3.58B,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/deck
DE,Deere & Company,142.84,$45.95B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,9.38,$118.78M,2007,n/a,n/a,https://www.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",11.1399,$85.65M,1993,n/a,n/a,https://www.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",28.54,$696.24M,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",36.58,$3B,2017,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/dk
DVMT,Dell Technologies Inc.,103.92,$20.72B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/dvmt
DLPH,Delphi Technologies PLC,17.45,$1.54B,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",57.16,$39.19B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/dal
DLX,Deluxe Corporation,48.7,$2.26B,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/dlx
DNR,Denbury Resources Inc.,2.19,$1.01B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dnr
DESP,"Despegar.com, Corp.",14.99,$1.04B,2017,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/desp
DKT,Deutsch Bk Contingent Cap Tr V,25.38,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,9.25,$19.1B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/db
DXB,Deutsche Bank AG,24.82,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dxb
DVN,Devon Energy Corporation,26.91,$12.6B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dvn
DHX,"DHI Group, Inc.",1.76,$93.09M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",4.28,$614.58M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dht
DEO,Diageo plc,143.49,$87.44B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/deo
DO,"Diamond Offshore Drilling, Inc.",12.41,$1.71B,1995,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/do
